Sentence 1	Sentence 2	Combined	Concept Strings	Concept Synsets
mouse next to keyboard 	a black mouse on the desk	mouse next to keyboard and on the desk	['mouse', 'keyboard', 'desk']	['mouse.n.01', 'keyboard.n.01', 'desk.n.01']
mouse next to keyboard 	A mouse on a mousepad	mouse next to keyboard and on a mousepad	['mouse', 'keyboard', 'mousepad']	['mouse.n.01', 'keyboard.n.01', 'mousepad.n.01']
mouse next to keyboard 	mouse is on the desk	mouse next to keyboard and is on the desk	['mouse', 'keyboard', 'desk']	['mouse.n.01', 'keyboard.n.01', 'desk.n.01']
mouse next to keyboard 	mouse on desk next to keyboard	mouse next to keyboard and on desk next to keyboard	['mouse', 'keyboard', 'desk']	['mouse.n.01', 'keyboard.n.01', 'desk.n.01']
electrical outlets in the wall 	A multiple outlet with several plugs in it	electrical outlets in the wall and a multiple outlet with several plugs in it	['outlet', 'wall', 'monitor']	['mercantile_establishment.n.01', 'wall.n.01', 'monitor.n.04']
electrical outlets in the wall 	A multiple outlet with several plugs in it	electrical outlets in the wall and a multiple outlet with several plugs in it	['outlet', 'wall', 'plug']	['mercantile_establishment.n.01', 'wall.n.01', 'plug.n.01']
electrical outlets in the wall 	Electrical outlet on floor	electrical outlets in the wall and on floor	['outlet', 'wall', 'floor']	['mercantile_establishment.n.01', 'wall.n.01', 'floor.n.01']
electrical outlets in the wall 	A conductor strip on the floor	electrical outlets in the wall and a conductor strip on the floor	['outlet', 'wall', 'floor']	['mercantile_establishment.n.01', 'wall.n.01', 'floor.n.01']
a pen is on the desk	a pen is next to the phone	a pen is on the desk and is next to the phone	['pen', 'desk', 'phone']	['pen.n.01', 'desk.n.01', 'telephone.n.01']
a pen is on the desk	a pen is laying next to the telephone	a pen is on the desk and is laying next to the telephone	['pen', 'desk', 'telephone']	['pen.n.01', 'desk.n.01', 'telephone.n.01']
a pen is on the desk	a red  pen atop of a book	a pen is on the desk and atop of a book	['pen', 'desk', 'book']	['pen.n.01', 'desk.n.01', 'book.n.01']
a pen is on the desk	red pen is ontop of the book	a pen is on the desk and is ontop of the book	['pen', 'desk', 'book']	['pen.n.01', 'desk.n.01', 'book.n.01']
cables are on the floor	cables are under the desk	cables are on the floor and are under the desk	['cable', 'floor', 'desk']	['cable.n.01', 'floor.n.01', 'desk.n.01']
cables are on the floor	cables are running under the desk	cables are on the floor and are running under the desk	['cable', 'floor', 'desk']	['cable.n.01', 'floor.n.01', 'desk.n.01']
four outlets on the wall	A multiple outlet with several plugs in it	four outlets on the wall a multiple outlet with several plugs in it	['wall', 'outlets', 'monitor']	['wall.n.01', 'mercantile_establishment.n.01', 'monitor.n.04']
four outlets on the wall	A multiple outlet with several plugs in it	four outlets on the wall a multiple outlet with several plugs in it	['wall', 'outlets', 'plug']	['wall.n.01', 'mercantile_establishment.n.01', 'plug.n.01']
four outlets on the wall	Electrical outlet on floor	four outlets on the wall electrical outlet on floor	['wall', 'outlets', 'floor']	['wall.n.01', 'mercantile_establishment.n.01', 'floor.n.01']
four outlets on the wall	A conductor strip on the floor	four outlets on the wall a conductor strip on the floor	['wall', 'outlets', 'floor']	['wall.n.01', 'mercantile_establishment.n.01', 'floor.n.01']
black bag on the desk	black bag is on the table	black bag on the desk and is on the table	['bag', 'desk', 'table']	['bag.n.01', 'desk.n.01', 'table.n.02']
black bag on the desk	Bag of food on the counter	black bag on the desk and of food on the counter	['bag', 'desk', 'counter']	['bag.n.01', 'desk.n.01', 'counter.n.01']
black bag on the desk	a black pot holder resting on a bowl	black bag on the desk and a black pot holder resting on a bowl	['bag', 'desk', 'bowl']	['bag.n.01', 'desk.n.01', 'bowl.n.01']
black bag on the desk	A potholder next to a plastic bowl	black bag on the desk and a potholder next to a plastic bowl	['bag', 'desk', 'container']	['bag.n.01', 'desk.n.01', 'container.n.01']
black bag on the desk	plastic bag of carrots	black bag on the desk and of carrots	['bag', 'desk', 'food']	['bag.n.01', 'desk.n.01', 'food.n.01']
black bag on the desk	a money bag on a stack of papers	black bag on the desk and on a stack of papers	['bag', 'desk', 'papers']	['bag.n.01', 'desk.n.01', 'paper.n.01']
three-month calendar on wall	four outlets on the wall	three-month calendar on wall four outlets on the wall	['calendar', 'wall', 'outlets']	['calendar.n.01', 'wall.n.01', 'mercantile_establishment.n.01']
woman has dark hair	A woman with a white t-shirt	woman has dark hair and with a white t-shirt	['woman', 'dark hair', 'white t-shirt']	['woman.n.01', 'hair.n.01', 'jersey.n.03']
woman has dark hair	woman is working on her computer	woman has dark hair and is working on her computer	['woman', 'dark hair', 'computer']	['woman.n.01', 'hair.n.01', 'computer.n.01']
woman has dark hair	dark-haired woman sitting at desk	woman has dark hair and sitting at desk	['woman', 'dark hair', 'desk']	['woman.n.01', 'hair.n.01', 'desk.n.01']
woman has dark hair	woman is wearing blue pants	woman has dark hair and is wearing blue pants	['woman', 'dark hair', 'pants']	['woman.n.01', 'hair.n.01', 'trouser.n.01']
woman has dark hair	woman is wearing earings	woman has dark hair and is wearing earings	['woman', 'dark hair', 'earring']	['woman.n.01', 'hair.n.01', 'earring.n.01']
woman has dark hair	Woman wearing beige sweater	woman has dark hair and wearing beige sweater	['woman', 'dark hair', 'sweater']	['woman.n.01', 'hair.n.01', 'sweater.n.01']
woman has dark hair	A woman in a gray shirt and blue jeans sitting a desk. 	woman has dark hair and in a gray shirt and blue jeans sitting a desk.	['woman', 'dark hair', 'blue jeans']	['woman.n.01', 'hair.n.01', 'jean.n.01']
woman has dark hair	A woman in a gray shirt and blue jeans sitting a desk. 	woman has dark hair and in a gray shirt and blue jeans sitting a desk.	['woman', 'dark hair', 'sweater']	['woman.n.01', 'hair.n.01', 'sweater.n.01']
woman has dark hair	A woman in a gray shirt and blue jeans sitting a desk. 	woman has dark hair and in a gray shirt and blue jeans sitting a desk.	['woman', 'dark hair', 'desk']	['woman.n.01', 'hair.n.01', 'desk.n.01']
woman has dark hair	Woman sitting in chair	woman has dark hair and sitting in chair	['woman', 'dark hair', 'chair']	['woman.n.01', 'hair.n.01', 'chair.n.01']
woman has dark hair	lady with cream colored shirt	woman has dark hair and lady with cream colored shirt	['woman', 'dark hair', 'sweater']	['woman.n.01', 'hair.n.01', 'sweater.n.01']
A woman with dark hair in a ponytail	A woman with a white t-shirt	A woman with dark hair in a ponytail and with a white t-shirt	['woman', 'dark hair', 'white t-shirt']	['woman.n.01', 'hair.n.01', 'jersey.n.03']
A woman with dark hair in a ponytail	woman is working on her computer	A woman with dark hair in a ponytail and is working on her computer	['woman', 'dark hair', 'computer']	['woman.n.01', 'hair.n.01', 'computer.n.01']
A woman with dark hair in a ponytail	dark-haired woman sitting at desk	A woman with dark hair in a ponytail and sitting at desk	['woman', 'dark hair', 'desk']	['woman.n.01', 'hair.n.01', 'desk.n.01']
A woman with dark hair in a ponytail	woman is wearing blue pants	A woman with dark hair in a ponytail and is wearing blue pants	['woman', 'dark hair', 'pants']	['woman.n.01', 'hair.n.01', 'trouser.n.01']
A woman with dark hair in a ponytail	woman is wearing earings	A woman with dark hair in a ponytail and is wearing earings	['woman', 'dark hair', 'earring']	['woman.n.01', 'hair.n.01', 'earring.n.01']
A woman with dark hair in a ponytail	Woman wearing beige sweater	A woman with dark hair in a ponytail and wearing beige sweater	['woman', 'dark hair', 'sweater']	['woman.n.01', 'hair.n.01', 'sweater.n.01']
A woman with dark hair in a ponytail	A woman in a gray shirt and blue jeans sitting a desk. 	A woman with dark hair in a ponytail and in a gray shirt and blue jeans sitting a desk.	['woman', 'dark hair', 'blue jeans']	['woman.n.01', 'hair.n.01', 'jean.n.01']
A woman with dark hair in a ponytail	A woman in a gray shirt and blue jeans sitting a desk. 	A woman with dark hair in a ponytail and in a gray shirt and blue jeans sitting a desk.	['woman', 'dark hair', 'sweater']	['woman.n.01', 'hair.n.01', 'sweater.n.01']
A woman with dark hair in a ponytail	A woman in a gray shirt and blue jeans sitting a desk. 	A woman with dark hair in a ponytail and in a gray shirt and blue jeans sitting a desk.	['woman', 'dark hair', 'desk']	['woman.n.01', 'hair.n.01', 'desk.n.01']
A woman with dark hair in a ponytail	Woman sitting in chair	A woman with dark hair in a ponytail and sitting in chair	['woman', 'dark hair', 'chair']	['woman.n.01', 'hair.n.01', 'chair.n.01']
A woman with dark hair in a ponytail	lady with cream colored shirt	A woman with dark hair in a ponytail and lady with cream colored shirt	['woman', 'dark hair', 'sweater']	['woman.n.01', 'hair.n.01', 'sweater.n.01']
A woman with a white t-shirt	woman has dark hair	A woman with a white t-shirt and has dark hair	['woman', 'white t-shirt', 'dark hair']	['woman.n.01', 'jersey.n.03', 'hair.n.01']
A woman with a white t-shirt	A woman with dark hair in a ponytail	A woman with a white t-shirt and with dark hair in a ponytail	['woman', 'white t-shirt', 'dark hair']	['woman.n.01', 'jersey.n.03', 'hair.n.01']
A woman with a white t-shirt	a woman with black hair	A woman with a white t-shirt and with black hair	['woman', 'white t-shirt', 'black hair']	['woman.n.01', 'jersey.n.03', 'hair.n.01']
A woman with a white t-shirt	woman is working on her computer	A woman with a white t-shirt and is working on her computer	['woman', 'white t-shirt', 'computer']	['woman.n.01', 'jersey.n.03', 'computer.n.01']
A woman with a white t-shirt	dark-haired woman sitting at desk	A woman with a white t-shirt and sitting at desk	['woman', 'white t-shirt', 'desk']	['woman.n.01', 'jersey.n.03', 'desk.n.01']
A woman with a white t-shirt	woman is wearing blue pants	A woman with a white t-shirt and is wearing blue pants	['woman', 'white t-shirt', 'pants']	['woman.n.01', 'jersey.n.03', 'trouser.n.01']
A woman with a white t-shirt	woman is wearing earings	A woman with a white t-shirt and is wearing earings	['woman', 'white t-shirt', 'earring']	['woman.n.01', 'jersey.n.03', 'earring.n.01']
A woman with a white t-shirt	Woman wearing beige sweater	A woman with a white t-shirt and wearing beige sweater	['woman', 'white t-shirt', 'sweater']	['woman.n.01', 'jersey.n.03', 'sweater.n.01']
A woman with a white t-shirt	A woman in a gray shirt and blue jeans sitting a desk. 	A woman with a white t-shirt and in a gray shirt and blue jeans sitting a desk.	['woman', 'white t-shirt', 'blue jeans']	['woman.n.01', 'jersey.n.03', 'jean.n.01']
A woman with a white t-shirt	A woman in a gray shirt and blue jeans sitting a desk. 	A woman with a white t-shirt and in a gray shirt and blue jeans sitting a desk.	['woman', 'white t-shirt', 'sweater']	['woman.n.01', 'jersey.n.03', 'sweater.n.01']
A woman with a white t-shirt	A woman in a gray shirt and blue jeans sitting a desk. 	A woman with a white t-shirt and in a gray shirt and blue jeans sitting a desk.	['woman', 'white t-shirt', 'desk']	['woman.n.01', 'jersey.n.03', 'desk.n.01']
A woman with a white t-shirt	Woman sitting in chair	A woman with a white t-shirt and sitting in chair	['woman', 'white t-shirt', 'chair']	['woman.n.01', 'jersey.n.03', 'chair.n.01']
A woman with a white t-shirt	lady with cream colored shirt	A woman with a white t-shirt and lady with cream colored shirt	['woman', 'white t-shirt', 'sweater']	['woman.n.01', 'jersey.n.03', 'sweater.n.01']
picture are on the wall	four outlets on the wall	picture are on the wall four outlets on the wall	['picture', 'wall', 'outlets']	['picture.n.01', 'wall.n.01', 'mercantile_establishment.n.01']
picture are on the wall	dividing screen has a picture stuck to it	picture are on the wall and stuck to it	['picture', 'wall', 'dividing screen']	['picture.n.01', 'wall.n.01', 'screen.n.01']
a black telephone on the desk	it is a black telephone on the table	a black telephone on the desk and on the table	['telephone', 'desk', 'table']	['telephone.n.01', 'desk.n.01', 'table.n.02']
a woman with black hair	A woman with a white t-shirt	a woman with black hair and with a white t-shirt	['woman', 'black hair', 'white t-shirt']	['woman.n.01', 'hair.n.01', 'jersey.n.03']
a woman with black hair	woman is working on her computer	a woman with black hair and is working on her computer	['woman', 'black hair', 'computer']	['woman.n.01', 'hair.n.01', 'computer.n.01']
a woman with black hair	dark-haired woman sitting at desk	a woman with black hair and sitting at desk	['woman', 'black hair', 'desk']	['woman.n.01', 'hair.n.01', 'desk.n.01']
a woman with black hair	woman is wearing blue pants	a woman with black hair and is wearing blue pants	['woman', 'black hair', 'pants']	['woman.n.01', 'hair.n.01', 'trouser.n.01']
a woman with black hair	woman is wearing earings	a woman with black hair and is wearing earings	['woman', 'black hair', 'earring']	['woman.n.01', 'hair.n.01', 'earring.n.01']
a woman with black hair	Woman wearing beige sweater	a woman with black hair and wearing beige sweater	['woman', 'black hair', 'sweater']	['woman.n.01', 'hair.n.01', 'sweater.n.01']
a woman with black hair	A woman in a gray shirt and blue jeans sitting a desk. 	a woman with black hair and in a gray shirt and blue jeans sitting a desk.	['woman', 'black hair', 'blue jeans']	['woman.n.01', 'hair.n.01', 'jean.n.01']
a woman with black hair	A woman in a gray shirt and blue jeans sitting a desk. 	a woman with black hair and in a gray shirt and blue jeans sitting a desk.	['woman', 'black hair', 'sweater']	['woman.n.01', 'hair.n.01', 'sweater.n.01']
a woman with black hair	A woman in a gray shirt and blue jeans sitting a desk. 	a woman with black hair and in a gray shirt and blue jeans sitting a desk.	['woman', 'black hair', 'desk']	['woman.n.01', 'hair.n.01', 'desk.n.01']
a woman with black hair	Woman sitting in chair	a woman with black hair and sitting in chair	['woman', 'black hair', 'chair']	['woman.n.01', 'hair.n.01', 'chair.n.01']
